id,name,type,image_url,rarity,weapon_type
183,Cordas da Chuva Branca,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Arcdange.png,4,Arco
184,Espada de Prata,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Silver.png,2,Espada
185,Espadão do Cavaleiro do Céu,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Mitsurugi.png,4,Espadão
186,Espada do Cavaleiro do Céu,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Mitsurugi.png,4,Espada
187,Atlas Celestial,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Dvalin.png,5,Catalisador
188,Espada Celestial,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Dvalin.png,5,Espada
189,Harpa Celestial,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Dvalin.png,5,Arco
190,Orgulho Celestial,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Dvalin.png,5,Espadão
191,Espinha Celestial,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Dvalin.png,5,Lança
192,Estilingue,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Sling.png,3,Arco
193,Gancho da Armadilha,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Ilmarinen.png,4,Arco
194,Estrela de Prata Enterrada na Neve,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Dragonfell.png,4,Espadão
195,Pérola Solar,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Resurrection.png,4,Catalisador
196,Canção dos Pinhos,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Widsith.png,5,Espadão
197,Canção do Silêncio,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Vorpal.png,4,Arco
198,Canção da Vigília,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_GlintstonePolearm.png,4,Lança
199,Esplendor das Águas Silenciosas,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Regalis.png,5,Espada
200,Báculo de Homa,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Homa.png,5,Lança
201,Báculo das Areias Escarlates,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Deshret.png,5,Lança
202,Observatório do Chamador de Estrelas,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Figurines.png,5,Catalisador
203,Osso Robusto,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Umpakati.png,4,Espada
204,Cortador de Montanhas,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Kunwu.png,5,Espada
205,Hibernação Matinal do Ano Novo,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_SakuraFan.png,5,Catalisador
206,Hora do Surfe,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_MechaPufferfish.png,5,Catalisador
207,Espada do Advento,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Psalmus.png,4,Espada
208,Espada da Cruz de Narcissus,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Purewill.png,4,Espada
209,Sinfonista de Aromas,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Trident.png,5,Lança
210,Diálogo,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_BeastTamer.png,4,Espadão
211,Fofocas Breves do Pavilhão,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Aoandon.png,4,Lança
212,Brilho do Beco,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Outlaw.png,4,Espada
213,O Sino,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Troupe.png,4,Espadão
214,Espada Negra,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Bloodstained.png,4,Espada
215,"""A Fisgada""",Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Mori.png,4,Lança
216,As Crônicas do Amanhecer,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Arianna.png,4,Arco
217,A Doca,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Mechanic.png,4,Espada
218,Arcana Original,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Pledge.png,4,Arco
219,A Flauta,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Troupe.png,4,Espada
220,Último Acorde,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Troupe.png,4,Arco
221,Espada Áspera,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Kunwu.png,4,Espadão
222,Arco Esmeralda do Caçador,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Viridescent.png,3,Arco
223,Sinfonia dos Indolentes,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Troupe.png,4,Catalisador
224,Histórias Extraordinárias de Caçadores de Dragões,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Pulpfic.png,4,Catalisador
225,Agitação Trovejante,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Narukami.png,5,Arco
226,Lâmina das Ondas,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Vorpal.png,4,Espadão
227,Rito do Fluxo Eterno,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Iudex.png,5,Catalisador
228,Chuva Floral,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Kasabouzu.png,4,Espada
229,Espada do Viajante,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Traveler.png,3,Espada
230,Reminiscências de Tulaytullah,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Alaya.png,5,Catalisador
231,Nefrita Gêmea,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Phoney.png,3,Catalisador
232,Mega Ultra Espada Mágica do Soberano,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Champion.png,4,Espadão
233,Urakugo Rensai,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Needle.png,5,Espada
234,Veredito,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_GoldenVerdict.png,5,Espadão
235,Coração Resplandecente,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_VaresaTransformer.png,5,Catalisador
236,Perfuradora Prismática,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Kunwu.png,5,Lança
237,Estrela Itinerante,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Pleroma.png,4,Catalisador
238,Espadão do Julgamento,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Aniki.png,4,Espadão
239,Barbatana do Quebra Ondas,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Maria.png,4,Lança
240,Redemoinho das Ondas,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Umpakati.png,4,Catalisador
241,Sombra Branca,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Exotic.png,3,Espadão
242,Espadão de Ferro Branco,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Tin.png,3,Espadão
243,Asa Gelada do Lago Branco,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Swanlake.png,4,Espada
244,Borla Branca,Lança,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Pole_Ruby.png,3,Lança
245,Ode à Brisa Florescente,Arco,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Bow_Fleurfair.png,4,Arco
246,Vinho e Música,Catalisador,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Catalyst_Outlaw.png,4,Catalisador
247,Farpa,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Boreas.png,3,Espada
248,Túmulo do Lobo,Espadão,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Claymore_Wolfmound.png,5,Espadão
249,Luz Lunar de Xiphos,Espada,https://upload-os-bbs.mihoyo.com/game_record/genshin/equip/UI_EquipIcon_Sword_Pleroma.png,4,Espada
